id,kode_provinsi,nama_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,angka_harapan_hidup,satuan,tahun
325,32,JAWA BARAT,3204,KABUPATEN BANDUNG,74.01,TAHUN,2022
326,32,JAWA BARAT,3205,KABUPATEN GARUT,71.85,TAHUN,2022
327,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,69.95,TAHUN,2022
328,32,JAWA BARAT,3207,KABUPATEN CIAMIS,72.3,TAHUN,2022
329,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,74.03,TAHUN,2022
330,32,JAWA BARAT,3209,KABUPATEN CIREBON,72.47,TAHUN,2022
331,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,70.76,TAHUN,2022
332,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,72.91,TAHUN,2022
333,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,72.15,TAHUN,2022
334,32,JAWA BARAT,3213,KABUPATEN SUBANG,72.92,TAHUN,2022
335,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,71.47,TAHUN,2022
336,32,JAWA BARAT,3215,KABUPATEN KARAWANG,72.62,TAHUN,2022
337,32,JAWA BARAT,3216,KABUPATEN BEKASI,74.04,TAHUN,2022
338,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,72.79,TAHUN,2022
339,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,71.89,TAHUN,2022
340,32,JAWA BARAT,3271,KOTA BOGOR,74.13,TAHUN,2022
341,32,JAWA BARAT,3272,KOTA SUKABUMI,72.85,TAHUN,2022
342,32,JAWA BARAT,3273,KOTA BANDUNG,74.75,TAHUN,2022
343,32,JAWA BARAT,3274,KOTA CIREBON,72.74,TAHUN,2022
344,32,JAWA BARAT,3275,KOTA BEKASI,75.48,TAHUN,2022
345,32,JAWA BARAT,3276,KOTA DEPOK,74.92,TAHUN,2022
346,32,JAWA BARAT,3277,KOTA CIMAHI,74.5,TAHUN,2022
347,32,JAWA BARAT,3278,KOTA TASIKMALAYA,72.63,TAHUN,2022
348,32,JAWA BARAT,3279,KOTA BANJAR,71.49,TAHUN,2022
349,32,JAWA BARAT,3201,KABUPATEN BOGOR,71.92,TAHUN,2023
350,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,71.83,TAHUN,2023
351,32,JAWA BARAT,3203,KABUPATEN CIANJUR,70.79,TAHUN,2023
352,32,JAWA BARAT,3204,KABUPATEN BANDUNG,74.27,TAHUN,2023
353,32,JAWA BARAT,3205,KABUPATEN GARUT,72.07,TAHUN,2023
354,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,70.19,TAHUN,2023
355,32,JAWA BARAT,3207,KABUPATEN CIAMIS,72.57,TAHUN,2023
356,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,74.29,TAHUN,2023
357,32,JAWA BARAT,3209,KABUPATEN CIREBON,72.76,TAHUN,2023
358,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,71.05,TAHUN,2023
359,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,73.19,TAHUN,2023
360,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,72.46,TAHUN,2023
361,32,JAWA BARAT,3213,KABUPATEN SUBANG,73.24,TAHUN,2023
362,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,71.74,TAHUN,2023
363,32,JAWA BARAT,3215,KABUPATEN KARAWANG,72.9,TAHUN,2023
364,32,JAWA BARAT,3216,KABUPATEN BEKASI,74.3,TAHUN,2023
365,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,73.1,TAHUN,2023
366,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,72.17,TAHUN,2023
367,32,JAWA BARAT,3271,KOTA BOGOR,74.45,TAHUN,2023
368,32,JAWA BARAT,3272,KOTA SUKABUMI,73.11,TAHUN,2023
369,32,JAWA BARAT,3273,KOTA BANDUNG,75.04,TAHUN,2023
370,32,JAWA BARAT,3274,KOTA CIREBON,73.08,TAHUN,2023
371,32,JAWA BARAT,3275,KOTA BEKASI,75.79,TAHUN,2023
372,32,JAWA BARAT,3276,KOTA DEPOK,75.23,TAHUN,2023
373,32,JAWA BARAT,3277,KOTA CIMAHI,74.8,TAHUN,2023
374,32,JAWA BARAT,3278,KOTA TASIKMALAYA,72.92,TAHUN,2023
375,32,JAWA BARAT,3279,KOTA BANJAR,71.8,TAHUN,2023
376,32,JAWA BARAT,3201,KABUPATEN BOGOR,72.16,TAHUN,2024
377,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,72.06,TAHUN,2024
378,32,JAWA BARAT,3203,KABUPATEN CIANJUR,70.96,TAHUN,2024
379,32,JAWA BARAT,3204,KABUPATEN BANDUNG,74.53,TAHUN,2024
380,32,JAWA BARAT,3205,KABUPATEN GARUT,72.28,TAHUN,2024
381,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,70.39,TAHUN,2024
382,32,JAWA BARAT,3207,KABUPATEN CIAMIS,72.87,TAHUN,2024
383,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,74.53,TAHUN,2024
384,32,JAWA BARAT,3209,KABUPATEN CIREBON,73.04,TAHUN,2024
385,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,71.31,TAHUN,2024
386,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,73.45,TAHUN,2024
387,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,72.77,TAHUN,2024
388,32,JAWA BARAT,3213,KABUPATEN SUBANG,73.51,TAHUN,2024
389,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,71.99,TAHUN,2024
390,32,JAWA BARAT,3215,KABUPATEN KARAWANG,73.14,TAHUN,2024
391,32,JAWA BARAT,3216,KABUPATEN BEKASI,74.57,TAHUN,2024
392,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,73.34,TAHUN,2024
393,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,72.41,TAHUN,2024
394,32,JAWA BARAT,3271,KOTA BOGOR,74.74,TAHUN,2024
395,32,JAWA BARAT,3272,KOTA SUKABUMI,73.35,TAHUN,2024
396,32,JAWA BARAT,3273,KOTA BANDUNG,75.37,TAHUN,2024
397,32,JAWA BARAT,3274,KOTA CIREBON,73.34,TAHUN,2024
398,32,JAWA BARAT,3275,KOTA BEKASI,76.12,TAHUN,2024
399,32,JAWA BARAT,3276,KOTA DEPOK,75.55,TAHUN,2024
400,32,JAWA BARAT,3277,KOTA CIMAHI,75.1,TAHUN,2024
401,32,JAWA BARAT,3278,KOTA TASIKMALAYA,73.16,TAHUN,2024
402,32,JAWA BARAT,3279,KOTA BANJAR,72.03,TAHUN,2024
